gene_id	chr_id	transcript_length	gene_group
Ec-11_003170	chr_11	2533	
Ec-11_003180	chr_11	3878	
Ec-11_003190	chr_11	303	
Ec-11_003200	chr_11	3623	
Ec-11_003220	chr_11	1323	
Ec-11_003230	chr_11	1562	
Ec-11_003240	chr_11	3166	
Ec-11_003250	chr_11	2816	
Ec-11_003260	chr_11	2964	
Ec-11_003270	chr_11	1729	
Ec-11_003280	chr_11	1926	
Ec-11_003300	chr_11	2115	
Ec-11_003310	chr_11	2418	
Ec-11_003320	chr_11	3781	
Ec-11_003330	chr_11	2327	
Ec-11_003340	chr_11	1314	
Ec-11_003350	chr_11	2178	
Ec-11_003360	chr_11	5901	
Ec-11_003370	chr_11	2196	GBG-gametophyte
Ec-11_003380	chr_11	1479	
Ec-11_003390	chr_11	1307	
Ec-11_003400	chr_11	2778	
Ec-11_003410	chr_11	1551	
Ec-11_003420	chr_11	2441	
Ec-11_003430	chr_11	1086	
Ec-11_003440	chr_11	333	
Ec-11_003450	chr_11	1290	
Ec-11_003460	chr_11	1324	GBG-sporophyte
Ec-11_003470	chr_11	1467	GBG-sporophyte
Ec-11_003480	chr_11	2118	
Ec-11_003490	chr_11	1088	GBG-sporophyte
Ec-11_003500	chr_11	712	GBG-sporophyte
Ec-11_003510	chr_11	3659	GBG-gametophyte
Ec-11_003520	chr_11	3333	
Ec-11_003530	chr_11	237	
Ec-11_003540	chr_11	2126	
Ec-11_003550	chr_11	2068	
Ec-11_003560	chr_11	916	
Ec-11_003570	chr_11	3120	
Ec-11_003580	chr_11	2397	
Ec-11_003590	chr_11	522	
Ec-11_003600	chr_11	3108	
Ec-11_003610	chr_11	1384	
Ec-11_003620	chr_11	465	
Ec-11_003630	chr_11	1931	
Ec-11_003640	chr_11	944	
Ec-11_003650	chr_11	1973	
Ec-11_003660	chr_11	2143	
Ec-11_003670	chr_11	927	
Ec-11_003680	chr_11	2538	
Ec-11_003690	chr_11	3145	
Ec-11_003700	chr_11	2605	
Ec-11_003710	chr_11	1549	
Ec-11_003720	chr_11	4352	
Ec-11_003730	chr_11	2354	
Ec-11_003740	chr_11	3088	
Ec-11_003750	chr_11	3726	
Ec-11_003770	chr_11	1501	
Ec-11_003780	chr_11	6009	
Ec-11_003790	chr_11	2269	
Ec-11_003800	chr_11	3756	
Ec-11_003810	chr_11	1470	GBG-gametophyte
Ec-11_003830	chr_11	997	
Ec-11_003840	chr_11	1074	
Ec-11_003850	chr_11	1170	
Ec-11_003860	chr_11	4137	
Ec-11_003870	chr_11	3762	
Ec-11_003880	chr_11	5803	
Ec-11_003890	chr_11	686	
Ec-11_003900	chr_11	1262	
Ec-11_003910	chr_11	7157	
Ec-11_003920	chr_11	2914	
Ec-11_003930	chr_11	1125	
Ec-11_003940	chr_11	1695	
Ec-11_003950	chr_11	3819	
Ec-11_003960	chr_11	537	
Ec-11_003970	chr_11	2073	
Ec-11_003980	chr_11	573	
Ec-11_003990	chr_11	179	
Ec-11_004000	chr_11	654	
Ec-11_004010	chr_11	2156	
Ec-11_004020	chr_11	2155	
Ec-11_004030	chr_11	1075	
Ec-11_004040	chr_11	14010	
Ec-11_004050	chr_11	3079	
Ec-11_004060	chr_11	3147	
Ec-11_004070	chr_11	994	
Ec-11_004080	chr_11	2053	
Ec-11_004090	chr_11	2478	
Ec-11_004100	chr_11	4996	
Ec-11_004110	chr_11	5548	
Ec-11_004120	chr_11	1514	
Ec-11_004130	chr_11	10304	
Ec-11_004140	chr_11	1671	
Ec-11_004150	chr_11	4025	
Ec-11_004160	chr_11	1665	
Ec-11_004170	chr_11	2926	
Ec-11_004180	chr_11	803	
Ec-11_004190	chr_11	1166	
Ec-11_004200	chr_11	2865	
Ec-11_004210	chr_11	4671	
Ec-11_004220	chr_11	2463	
Ec-11_004230	chr_11	3027	
Ec-11_004240	chr_11	243	
Ec-11_004250	chr_11	2665	
Ec-11_004260	chr_11	1778	
Ec-11_004270	chr_11	319	
Ec-11_004280	chr_11	5320	
Ec-11_004290	chr_11	807	
Ec-11_004300	chr_11	885	
Ec-11_004310	chr_11	1733	
Ec-11_004320	chr_11	1667	
Ec-11_004330	chr_11	749	
Ec-11_004340	chr_11	1163	
Ec-11_004350	chr_11	4671	
Ec-11_004360	chr_11	5869	
Ec-11_004370	chr_11	3141	
Ec-11_004380	chr_11	1143	
Ec-11_004400	chr_11	1420	
Ec-11_004410	chr_11	4426	
Ec-11_004420	chr_11	900	
Ec-11_004430	chr_11	917	
Ec-11_004450	chr_11	669	
Ec-11_004460	chr_11	5160	
Ec-11_004470	chr_11	3011	
Ec-11_004480	chr_11	483	
Ec-11_004490	chr_11	1620	
Ec-11_004500	chr_11	2131	
Ec-11_004510	chr_11	1596	
Ec-11_004520	chr_11	1193	
Ec-11_004530	chr_11	3058	
Ec-11_004540	chr_11	2190	
Ec-11_004560	chr_11	2059	
Ec-11_004570	chr_11	4503	
Ec-11_004580	chr_11	3165	
Ec-11_004590	chr_11	330	
Ec-11_004600	chr_11	2746	
Ec-11_004610	chr_11	7151	
Ec-11_004620	chr_11	691	
Ec-11_004630	chr_11	1571	
Ec-11_004640	chr_11	204	
Ec-11_004650	chr_11	3397	GBG-gametophyte
Ec-11_004660	chr_11	1498	
Ec-11_004670	chr_11	3445	
Ec-11_004680	chr_11	1823	GBG-sporophyte
Ec-11_004690	chr_11	123	
Ec-11_004700	chr_11	1962	
Ec-11_004710	chr_11	3251	
Ec-11_004720	chr_11	1782	
Ec-11_004730	chr_11	2435	
Ec-11_004740	chr_11	3018	
Ec-11_004750	chr_11	1349	
Ec-11_004760	chr_11	2274	
Ec-11_004770	chr_11	3574	SBG-male
Ec-11_004780	chr_11	2067	
Ec-11_004790	chr_11	2276	
Ec-11_004800	chr_11	1188	
Ec-11_004810	chr_11	2022	
Ec-11_004820	chr_11	1725	
Ec-11_004830	chr_11	2095	
Ec-11_004840	chr_11	8742	
Ec-11_004850	chr_11	4563	
Ec-11_004860	chr_11	2051	
Ec-11_004870	chr_11	2504	
Ec-11_004880	chr_11	2442	
Ec-11_004890	chr_11	2187	
Ec-11_004900	chr_11	1552	
Ec-11_004910	chr_11	2122	
Ec-11_004920	chr_11	2795	
Ec-11_004930	chr_11	3060	
Ec-11_004940	chr_11	4834	
Ec-11_004950	chr_11	195	
Ec-11_004960	chr_11	105	
Ec-11_004970	chr_11	1727	
Ec-11_004980	chr_11	4961	
Ec-11_004990	chr_11	3930	
Ec-11_005000	chr_11	2075	
Ec-11_005010	chr_11	4095	
Ec-11_005020	chr_11	1113	
Ec-11_005030	chr_11	1784	
Ec-11_005040	chr_11	774	
Ec-11_005050	chr_11	1428	
Ec-11_005060	chr_11	6897	
Ec-11_005070	chr_11	2013	
Ec-11_005080	chr_11	161	
Ec-11_005090	chr_11	647	
Ec-11_005100	chr_11	5985	
Ec-11_005110	chr_11	836	
Ec-11_005120	chr_11	2494	
Ec-11_005130	chr_11	2204	
Ec-11_005140	chr_11	8989	
Ec-11_005150	chr_11	3082	
Ec-11_005160	chr_11	4020	
Ec-11_005170	chr_11	1336	
Ec-11_005180	chr_11	5761	GBG-gametophyte
Ec-11_005190	chr_11	360	
Ec-11_005200	chr_11	288	
Ec-11_005210	chr_11	297	
Ec-11_005220	chr_11	3144	
Ec-11_005230	chr_11	2517	
Ec-11_005240	chr_11	1256	
Ec-11_005250	chr_11	1227	
Ec-11_005260	chr_11	1369	
Ec-11_005270	chr_11	1860	
Ec-11_005280	chr_11	2583	
Ec-11_005290	chr_11	3641	
Ec-11_005310	chr_11	1593	
Ec-11_005320	chr_11	2891	
Ec-11_005330	chr_11	249	
Ec-11_005340	chr_11	177	
Ec-11_005350	chr_11	901	
Ec-11_005360	chr_11	3501	
Ec-11_005370	chr_11	462	
Ec-11_005380	chr_11	1480	
Ec-11_005390	chr_11	2512	
Ec-11_005400	chr_11	1724	
Ec-11_005410	chr_11	3559	
Ec-11_005420	chr_11	1771	
Ec-11_005430	chr_11	2036	
Ec-11_005440	chr_11	2899	
Ec-11_005450	chr_11	1377	
Ec-11_005460	chr_11	459	
Ec-11_005470	chr_11	1640	
Ec-11_005480	chr_11	2316	
Ec-11_005490	chr_11	1068	SBG-male
Ec-11_005500	chr_11	268	
Ec-11_005510	chr_11	2555	
Ec-11_005530	chr_11	3433	
Ec-11_005540	chr_11	232	
Ec-11_005550	chr_11	702	
Ec-11_005560	chr_11	3152	
Ec-11_005570	chr_11	2714	
Ec-11_005580	chr_11	2503	
Ec-11_005590	chr_11	6474	SBG-male
Ec-11_005600	chr_11	1161	
Ec-11_005610	chr_11	2514	
Ec-11_005620	chr_11	1526	
Ec-11_005630	chr_11	2553	
Ec-11_005640	chr_11	1353	
Ec-11_005650	chr_11	1620	
Ec-11_005660	chr_11	2760	
Ec-11_005670	chr_11	2322	
Ec-11_005680	chr_11	4239	GBG-gametophyte
Ec-11_005690	chr_11	2642	
Ec-11_005700	chr_11	1573	
Ec-11_005710	chr_11	6168	GBG-gametophyte
Ec-11_005720	chr_11	4740	
Ec-11_005730	chr_11	3861	
Ec-11_005740	chr_11	2400	
Ec-11_005750	chr_11	5383	
Ec-11_005760	chr_11	551	
Ec-11_005770	chr_11	3113	
Ec-11_005780	chr_11	4386	
Ec-11_005790	chr_11	1252	
Ec-11_005800	chr_11	5815	GBG-gametophyte
Ec-11_005810	chr_11	2738	
Ec-11_005820	chr_11	1350	
Ec-11_005830	chr_11	2497	
Ec-11_005840	chr_11	657	
Ec-11_005850	chr_11	3120	
Ec-11_005860	chr_11	2811	
Ec-11_005870	chr_11	2745	
Ec-11_005880	chr_11	5000	
Ec-11_005890	chr_11	1452	
Ec-11_005900	chr_11	1917	
Ec-11_005910	chr_11	606	
Ec-11_005920	chr_11	2509	
Ec-11_005930	chr_11	5082	
Ec-11_005940	chr_11	6466	
Ec-11_005950	chr_11	4309	
Ec-11_005960	chr_11	2099	SBG-female
Ec-11_005960	chr_11	2099	GBG-sporophyte
Ec-11_005970	chr_11	2215	
Ec-11_005980	chr_11	4364	
Ec-11_006000	chr_11	2135	
Ec-11_006010	chr_11	285	
Ec-11_006020	chr_11	1080	
Ec-11_006030	chr_11	1679	
Ec-11_006040	chr_11	4450	
Ec-11_006050	chr_11	1296	
Ec-11_006060	chr_11	3443	
Ec-11_006070	chr_11	1000	
Ec-11_006080	chr_11	992	
Ec-11_006090	chr_11	2604	
Ec-11_006100	chr_11	5223	
Ec-11_006110	chr_11	3359	
Ec-11_006120	chr_11	2837	
Ec-11_006130	chr_11	1280	
Ec-11_006140	chr_11	1301	
Ec-11_006150	chr_11	1002	
Ec-11_006160	chr_11	2143	
Ec-11_006170	chr_11	1873	
Ec-11_006180	chr_11	9234	
Ec-11_006190	chr_11	2616	
Ec-11_006200	chr_11	141	
Ec-11_006210	chr_11	851	
Ec-11_006220	chr_11	8946	SBG-male
Ec-11_006230	chr_11	2584	
Ec-11_006240	chr_11	2284	
Ec-11_006250	chr_11	1613	
Ec-11_006260	chr_11	750	
Ec-11_006270	chr_11	2740	
Ec-11_006280	chr_11	3841	
Ec-11_006290	chr_11	1050	GBG-gametophyte
Ec-11_006300	chr_11	735	
Ec-11_006310	chr_11	2281	GBG-gametophyte
Ec-12_000010	chr_12	2868	
Ec-12_000020	chr_12	877	
Ec-12_000030	chr_12	2899	
Ec-12_000040	chr_12	7058	SBG-male
Ec-12_000050	chr_12	1458	
Ec-12_000060	chr_12	2106	
Ec-12_000070	chr_12	2102	
Ec-12_000080	chr_12	5295	
Ec-12_000090	chr_12	1615	
Ec-12_000100	chr_12	1618	SBG-female
Ec-12_000110	chr_12	2103	SBG-female
Ec-12_000120	chr_12	2448	
Ec-12_000130	chr_12	1114	
Ec-12_000140	chr_12	769	
Ec-12_000150	chr_12	1829	
Ec-12_000160	chr_12	1089	
Ec-12_000170	chr_12	1575	
Ec-12_000180	chr_12	792	
Ec-12_000200	chr_12	2381	
Ec-12_000210	chr_12	4357	
Ec-12_000220	chr_12	2356	
Ec-12_000230	chr_12	2358	
Ec-12_000240	chr_12	2507	
Ec-12_000250	chr_12	1297	
Ec-12_000260	chr_12	4218	
Ec-12_000270	chr_12	1296	
Ec-12_000280	chr_12	1551	
Ec-12_000290	chr_12	1544	
Ec-12_000300	chr_12	4003	
Ec-12_000310	chr_12	2730	GBG-gametophyte
Ec-12_000320	chr_12	2290	
Ec-12_000330	chr_12	2171	
Ec-12_000340	chr_12	2744	
Ec-12_000350	chr_12	779	
Ec-12_000360	chr_12	1572	
Ec-12_000370	chr_12	2140	
Ec-12_000380	chr_12	267	
Ec-12_000390	chr_12	2367	
Ec-12_000400	chr_12	3147	
Ec-12_000410	chr_12	2040	
Ec-12_000420	chr_12	2866	GBG-gametophyte
Ec-12_000430	chr_12	600	
Ec-12_000440	chr_12	636	
Ec-12_000450	chr_12	348	
Ec-12_000460	chr_12	2967	
Ec-12_000470	chr_12	3012	
Ec-12_000480	chr_12	2935	SBG-female
Ec-12_000480	chr_12	2935	GBG-sporophyte
Ec-12_000490	chr_12	2569	GBG-sporophyte
Ec-12_000500	chr_12	2650	
Ec-12_000510	chr_12	2571	
Ec-12_000520	chr_12	1989	
Ec-12_000530	chr_12	5068	
Ec-12_000540	chr_12	2645	
Ec-12_000550	chr_12	4417	
Ec-12_000560	chr_12	1297	
Ec-12_000570	chr_12	1667	SBG-male
Ec-12_000580	chr_12	10425	
Ec-12_000590	chr_12	4004	
Ec-12_000600	chr_12	1633	
Ec-12_000610	chr_12	2592	
Ec-12_000620	chr_12	1679	
Ec-12_000630	chr_12	4056	
Ec-12_000640	chr_12	1725	
Ec-12_000650	chr_12	2605	
Ec-12_000660	chr_12	1578	
Ec-12_000670	chr_12	698	
Ec-12_000680	chr_12	438	
Ec-12_000690	chr_12	2570	GBG-sporophyte
Ec-12_000700	chr_12	431	
Ec-12_000710	chr_12	240	
Ec-12_000720	chr_12	684	
Ec-12_000730	chr_12	1235	
Ec-12_000740	chr_12	1990	
Ec-12_000750	chr_12	757	
Ec-12_000760	chr_12	3724	
Ec-12_000770	chr_12	719	
Ec-12_000780	chr_12	2362	
Ec-12_000790	chr_12	1806	
Ec-12_000800	chr_12	4852	
Ec-12_000810	chr_12	2213	
Ec-12_000820	chr_12	1218	
Ec-12_000830	chr_12	933	
Ec-12_000840	chr_12	2543	
Ec-12_000850	chr_12	2458	
Ec-12_000860	chr_12	1467	
Ec-12_000870	chr_12	6518	
Ec-12_000880	chr_12	1593	
Ec-12_000890	chr_12	1390	
Ec-12_000900	chr_12	5401	
Ec-12_000910	chr_12	6537	
Ec-12_000920	chr_12	1209	
Ec-12_000930	chr_12	1051	
Ec-12_000940	chr_12	2522	
Ec-12_000950	chr_12	3773	
Ec-12_000960	chr_12	1383	
Ec-12_000970	chr_12	5327	
Ec-12_000980	chr_12	471	
Ec-12_000990	chr_12	891	
Ec-12_001000	chr_12	916	
Ec-12_001010	chr_12	1609	
Ec-12_001020	chr_12	2195	
Ec-12_001030	chr_12	1590	
Ec-12_001040	chr_12	2109	
Ec-12_001050	chr_12	646	
Ec-12_001060	chr_12	1028	
Ec-12_001070	chr_12	719	
Ec-12_001080	chr_12	1990	
Ec-12_001090	chr_12	1017	
Ec-12_001100	chr_12	1344	
Ec-12_001120	chr_12	1938	GBG-gametophyte
Ec-12_001130	chr_12	1807	
Ec-12_001140	chr_12	2523	
Ec-12_001150	chr_12	2497	GBG-sporophyte
Ec-12_001160	chr_12	1586	
Ec-12_001170	chr_12	2416	
Ec-12_001180	chr_12	159	
Ec-12_001190	chr_12	174	
Ec-12_001200	chr_12	1598	
Ec-12_001210	chr_12	372	
Ec-12_001220	chr_12	2111	SBG-female
Ec-12_001230	chr_12	10986	
Ec-12_001240	chr_12	3968	
Ec-12_001250	chr_12	2530	
Ec-12_001260	chr_12	2133	
Ec-12_001270	chr_12	2868	
Ec-12_001280	chr_12	663	
Ec-12_001290	chr_12	2881	
Ec-12_001300	chr_12	9478	
Ec-12_001310	chr_12	1568	
Ec-12_001320	chr_12	5352	
Ec-12_001330	chr_12	1749	
Ec-12_001340	chr_12	3616	
Ec-12_001350	chr_12	1686	
Ec-12_001360	chr_12	1617	
Ec-12_001370	chr_12	4677	
Ec-12_001380	chr_12	1299	
Ec-12_001390	chr_12	4217	
Ec-12_001400	chr_12	3546	
Ec-12_001410	chr_12	1539	
Ec-12_001420	chr_12	2665	
Ec-12_001430	chr_12	3881	
Ec-12_001440	chr_12	1995	
Ec-12_001460	chr_12	2517	
Ec-12_001470	chr_12	1854	
Ec-12_001480	chr_12	2497	
Ec-12_001490	chr_12	2884	
Ec-12_001500	chr_12	4748	
Ec-12_001510	chr_12	4517	
Ec-12_001520	chr_12	6857	
Ec-12_001530	chr_12	10569	
Ec-12_001540	chr_12	3837	
Ec-12_001550	chr_12	2704	
Ec-12_001560	chr_12	5189	
Ec-12_001580	chr_12	1582	
Ec-12_001590	chr_12	2558	
Ec-12_001600	chr_12	381	GBG-gametophyte
Ec-12_001610	chr_12	3019	
Ec-12_001620	chr_12	2833	
Ec-12_001630	chr_12	738	
Ec-12_001640	chr_12	2961	
Ec-12_001650	chr_12	1015	
Ec-12_001660	chr_12	2850	
Ec-12_001670	chr_12	2156	
Ec-12_001680	chr_12	1449	
Ec-12_001690	chr_12	795	
Ec-12_001700	chr_12	2535	
Ec-12_001710	chr_12	4003	
Ec-12_001720	chr_12	1210	
Ec-12_001730	chr_12	1196	
Ec-12_001740	chr_12	1185	
Ec-12_001750	chr_12	2503	
Ec-12_001760	chr_12	1117	
Ec-12_001770	chr_12	633	
Ec-12_001780	chr_12	1048	
Ec-12_001790	chr_12	1091	
Ec-12_001800	chr_12	3115	
Ec-12_001810	chr_12	3533	GBG-sporophyte
Ec-12_001820	chr_12	935	GBG-sporophyte
Ec-12_001830	chr_12	2802	
Ec-12_001840	chr_12	2043	
Ec-12_001850	chr_12	2732	
Ec-12_001860	chr_12	2706	
Ec-12_001870	chr_12	20207	
Ec-12_001880	chr_12	1260	
Ec-12_001890	chr_12	1065	
Ec-12_001900	chr_12	2312	
Ec-12_001920	chr_12	7413	
Ec-12_001930	chr_12	1306	
Ec-12_001940	chr_12	775	
Ec-12_001950	chr_12	2535	
Ec-12_001960	chr_12	1604	
Ec-12_001970	chr_12	2740	
Ec-12_001980	chr_12	2089	
Ec-12_001990	chr_12	2886	GBG-gametophyte
Ec-12_002000	chr_12	1779	
Ec-12_002010	chr_12	5333	
Ec-12_002020	chr_12	1581	
Ec-12_002030	chr_12	1894	
Ec-12_002050	chr_12	2758	
Ec-12_002060	chr_12	681	
Ec-12_002070	chr_12	291	
Ec-12_002080	chr_12	1827	
Ec-12_002090	chr_12	1359	
Ec-12_002100	chr_12	1727	
Ec-12_002110	chr_12	3987	
Ec-12_002120	chr_12	582	
Ec-12_002130	chr_12	1820	
Ec-12_002140	chr_12	1294	
Ec-12_002150	chr_12	8234	
Ec-12_002160	chr_12	1838	
Ec-12_002170	chr_12	2597	
Ec-12_002180	chr_12	1569	
Ec-12_002190	chr_12	2753	
Ec-12_002200	chr_12	2301	
Ec-12_002210	chr_12	2487	
Ec-12_002220	chr_12	2325	
Ec-12_002230	chr_12	1073	
Ec-12_002240	chr_12	3456	
Ec-12_002250	chr_12	3500	
Ec-12_002260	chr_12	1051	
Ec-12_002270	chr_12	1349	
Ec-12_002280	chr_12	697	
Ec-12_002290	chr_12	1976	
Ec-12_002300	chr_12	3584	
Ec-12_002310	chr_12	658	
Ec-12_002320	chr_12	2777	
Ec-12_002330	chr_12	2418	
Ec-12_002340	chr_12	1054	
Ec-12_002350	chr_12	2445	
Ec-12_002360	chr_12	3004	
Ec-12_002370	chr_12	630	GBG-gametophyte
Ec-12_002380	chr_12	3523	
Ec-12_002390	chr_12	2707	
Ec-12_002400	chr_12	123	
Ec-12_002410	chr_12	1899	
Ec-12_002420	chr_12	5700	
Ec-12_002430	chr_12	1854	
Ec-12_002440	chr_12	1638	
Ec-12_002450	chr_12	1709	
Ec-12_002460	chr_12	1803	
Ec-12_002470	chr_12	1897	
Ec-12_002480	chr_12	1381	
Ec-12_002490	chr_12	1112	
Ec-12_002500	chr_12	2446	
Ec-12_002510	chr_12	3150	
Ec-12_002520	chr_12	2362	
Ec-12_002530	chr_12	2627	
Ec-12_002540	chr_12	2765	
Ec-12_002550	chr_12	2270	
Ec-12_002560	chr_12	2882	
Ec-12_002570	chr_12	1717	
Ec-12_002580	chr_12	1170	
Ec-12_002590	chr_12	6002	
Ec-12_002600	chr_12	879	
Ec-12_002610	chr_12	3615	
Ec-12_002620	chr_12	2523	
Ec-12_002630	chr_12	811	
Ec-12_002640	chr_12	4331	
Ec-12_002650	chr_12	3807	
Ec-12_002660	chr_12	3012	
Ec-12_002670	chr_12	234	
Ec-12_002680	chr_12	1098	
Ec-12_002690	chr_12	1899	GBG-sporophyte
Ec-12_002700	chr_12	1022	
Ec-12_002710	chr_12	1527	GBG-sporophyte
Ec-12_002730	chr_12	675	
Ec-12_002740	chr_12	1416	
Ec-12_002750	chr_12	482	
Ec-12_002760	chr_12	1492	GBG-sporophyte
Ec-12_002770	chr_12	609	
Ec-12_002780	chr_12	2051	
Ec-12_002800	chr_12	2836	
Ec-12_002810	chr_12	6091	GBG-sporophyte
Ec-12_002820	chr_12	3200	
Ec-12_002830	chr_12	2314	GBG-gametophyte
Ec-12_002850	chr_12	540	
Ec-12_002860	chr_12	3556	
Ec-12_002870	chr_12	442	
Ec-12_002880	chr_12	3653	
Ec-12_002890	chr_12	4389	
Ec-12_002900	chr_12	180	
Ec-12_002910	chr_12	1143	
Ec-12_002920	chr_12	3230	
Ec-12_002930	chr_12	1361	
Ec-12_002940	chr_12	10547	
Ec-12_002950	chr_12	2404	
Ec-12_002960	chr_12	2973	
Ec-12_002970	chr_12	2040	
Ec-12_002980	chr_12	2019	
Ec-12_002990	chr_12	4584	
Ec-12_003000	chr_12	2138	GBG-sporophyte
Ec-12_003010	chr_12	1710	
Ec-12_003020	chr_12	2569	
Ec-12_003030	chr_12	3061	
Ec-12_003040	chr_12	2522	
Ec-12_003050	chr_12	1477	
Ec-12_003060	chr_12	1986	
Ec-12_003070	chr_12	2580	
Ec-12_003080	chr_12	1819	
Ec-12_003090	chr_12	1484	
Ec-12_003100	chr_12	2165	
Ec-12_003110	chr_12	4467	
Ec-12_003120	chr_12	654	
Ec-12_003130	chr_12	773	
Ec-12_003140	chr_12	1453	
Ec-12_003150	chr_12	2819	
Ec-12_003160	chr_12	8721	
Ec-12_003170	chr_12	1612	
Ec-12_003180	chr_12	3510	
Ec-12_003190	chr_12	3823	
Ec-12_003200	chr_12	3142	
Ec-12_003210	chr_12	4250	
Ec-12_003220	chr_12	1922	
Ec-12_003230	chr_12	1408	
Ec-12_003240	chr_12	417	
Ec-12_003250	chr_12	2624	
Ec-12_003260	chr_12	2198	
Ec-12_003270	chr_12	3138	
Ec-12_003280	chr_12	3544	
Ec-12_003290	chr_12	4784	
Ec-12_003300	chr_12	3828	GBG-gametophyte
Ec-12_003310	chr_12	414	
Ec-12_003320	chr_12	1460	
Ec-12_003330	chr_12	1140	
Ec-12_003340	chr_12	2408	
Ec-12_003350	chr_12	2532	
Ec-12_003360	chr_12	5271	
Ec-12_003370	chr_12	6097	
Ec-12_003380	chr_12	2255	
Ec-12_003390	chr_12	2736	
Ec-12_003400	chr_12	2387	
Ec-12_003410	chr_12	4141	
Ec-12_003420	chr_12	3060	
Ec-12_003430	chr_12	2407	
Ec-12_003450	chr_12	2024	
Ec-12_003460	chr_12	1645	
Ec-12_003470	chr_12	2795	
Ec-12_003490	chr_12	3473	
Ec-12_003500	chr_12	2260	
Ec-12_003510	chr_12	4155	
Ec-12_003520	chr_12	1197	
Ec-12_003530	chr_12	1575	
Ec-12_003540	chr_12	2284	
Ec-12_003550	chr_12	854	GBG-gametophyte
Ec-12_003560	chr_12	339	
Ec-12_003570	chr_12	2825	
Ec-12_003580	chr_12	1448	
Ec-12_003590	chr_12	2273	
Ec-12_003600	chr_12	102	
Ec-12_003610	chr_12	873	
Ec-12_003620	chr_12	2748	
Ec-12_003630	chr_12	2325	GBG-gametophyte
Ec-12_003640	chr_12	1775	
Ec-12_003660	chr_12	882	
Ec-12_003680	chr_12	1091	GBG-gametophyte
Ec-12_003690	chr_12	2732	
Ec-12_003700	chr_12	2256	
Ec-12_003710	chr_12	4276	
Ec-12_003720	chr_12	2100	GBG-gametophyte
Ec-12_003730	chr_12	2987	
Ec-12_003740	chr_12	1937	GBG-gametophyte
Ec-12_003750	chr_12	2538	
Ec-12_003760	chr_12	4971	
Ec-12_003780	chr_12	2827	
Ec-12_003790	chr_12	2541	
Ec-12_003800	chr_12	2542	
Ec-12_003810	chr_12	1479	
Ec-12_003820	chr_12	1964	GBG-gametophyte
Ec-12_003830	chr_12	1066	
Ec-12_003840	chr_12	2332	
Ec-12_003850	chr_12	812	
Ec-12_003860	chr_12	2529	
Ec-12_003870	chr_12	1895	
Ec-12_003880	chr_12	4361	
Ec-12_003890	chr_12	1969	
Ec-12_003900	chr_12	2830	
Ec-12_003910	chr_12	1573	
Ec-12_003920	chr_12	2155	
Ec-12_003930	chr_12	2157	
Ec-12_003940	chr_12	2115	
Ec-12_003960	chr_12	2757	SBG-male
Ec-12_003960	chr_12	2757	GBG-gametophyte
Ec-12_003970	chr_12	6841	GBG-sporophyte
Ec-12_003980	chr_12	615	
Ec-12_003990	chr_12	1077	
Ec-12_004000	chr_12	3172	
Ec-12_004010	chr_12	650	
Ec-12_004020	chr_12	5586	
Ec-12_004030	chr_12	1708	
Ec-12_004040	chr_12	2745	
Ec-12_004050	chr_12	1745	
Ec-12_004060	chr_12	3823	
Ec-12_004070	chr_12	3087	
Ec-12_004080	chr_12	5095	
Ec-12_004090	chr_12	2932	
Ec-12_004100	chr_12	1335	
Ec-12_004110	chr_12	3878	
Ec-12_004120	chr_12	1834	
Ec-12_004130	chr_12	632	
Ec-12_004140	chr_12	1426	
Ec-12_004150	chr_12	2199	
Ec-12_004160	chr_12	2771	
Ec-12_004170	chr_12	2445	
Ec-12_004180	chr_12	2071	GBG-gametophyte
Ec-12_004190	chr_12	4506	
Ec-12_004200	chr_12	1738	
Ec-12_004210	chr_12	1490	
Ec-12_004220	chr_12	411	
Ec-12_004230	chr_12	3454	
Ec-12_004240	chr_12	4586	
Ec-12_004250	chr_12	4439	
Ec-12_004260	chr_12	1325	
Ec-12_004270	chr_12	3505	
Ec-12_004280	chr_12	609	
Ec-12_004290	chr_12	2989	
Ec-12_004300	chr_12	3488	
Ec-12_004310	chr_12	2289	
Ec-12_004320	chr_12	913	
Ec-12_004330	chr_12	2952	
Ec-12_004340	chr_12	1983	
Ec-12_004350	chr_12	1448	
Ec-12_004360	chr_12	3230	
Ec-12_004370	chr_12	3775	
Ec-12_004380	chr_12	281	
Ec-12_004390	chr_12	3584	
Ec-12_004400	chr_12	7737	
Ec-12_004410	chr_12	3356	
Ec-12_004420	chr_12	1400	
Ec-12_004430	chr_12	1404	GBG-gametophyte
Ec-12_004440	chr_12	2298	
Ec-12_004450	chr_12	2163	
Ec-12_004460	chr_12	1000	GBG-sporophyte
Ec-12_004470	chr_12	1293	
Ec-12_004480	chr_12	845	
Ec-12_004490	chr_12	1765	
Ec-12_004500	chr_12	1038	
Ec-12_004510	chr_12	2038	
Ec-12_004520	chr_12	499	
Ec-12_004530	chr_12	4783	
Ec-12_004550	chr_12	2655	
Ec-12_004560	chr_12	2440	
Ec-12_004570	chr_12	1451	
Ec-12_004580	chr_12	1706	
Ec-12_004590	chr_12	2539	
Ec-12_004600	chr_12	4923	
Ec-12_004610	chr_12	3558	
Ec-12_004620	chr_12	3602	
Ec-12_004630	chr_12	3366	
Ec-12_004640	chr_12	883	
Ec-12_004650	chr_12	1917	
