gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-00_001130	40.768	43.771	31.347	35.887	31.264	40.483	31.489	34.135	14.753	19.287	8.797	12.875	14.609	29.093	23.506	25.38	15.648	11.145	15.202	25.075	8.522	11.819	17.669	20.118	7.337	5.472	27.053	20.911	20.657	21.82	36.068	38.266	39.275	39.365
Ec-00_001140	5.236	5.452	6.258	5.141	11.79	15.906	9.856	11.534	9.486	9.53	11.222	9.41	10.295	5.042	8.711	8.342	12.015	5.483	11.561	7.739	9.427	9.308	10.477	8.698	0.534	0.649	7.98	6.715	7.029	6.75	4.734	4.844	11.748	12.689
Ec-00_001150	7.149	6.509	5.727	3.595	15.165	15.246	28.275	20.19	11.046	8.625	6.951	8.42	9.514	7.499	7.268	6.974	24.246	10.153	10.807	18.59	11.176	12.971	6.679	11.221	0.278	0.499	13.48	14.448	19.813	18.482	17.844	19.88	20.862	21.622
Ec-00_001160	10.261	10.87	9.369	7.472	12.47	21.083	12.374	11.787	8.641	9.616	8.654	9.817	8.525	7.756	7.762	8.059	10.948	6.526	8.791	10.881	6.696	8.625	10.091	9.504	0.85	1.065	7.588	6.033	8.501	9.533	9.027	8.53	12.922	14.526
Ec-00_001170	103.414	115.773	171.593	166.187	104.977	116.061	84.053	118.732	178.049	135.455	103.469	115.075	145.503	89.208	217.401	203.75	155.594	89.139	224.602	84.025	267.804	232.423	217.103	188.649	26.682	25.097	199.452	219.876	119.799	125.206	216.65	239.573	80.97	87.748
Ec-00_001180	2.023	2.088	4.215	4.377	2.522	4.355	2.137	2.445	2.956	1.605	3.402	1.096	4.015	0.957	1.607	1.894	1.291	1.402	1.326	0.312	1.117	1.37	4.251	3.734	0.331	0.761	5.005	3.314	0.833	0.767	0.402	0.596	1.785	2.011
Ec-00_001190	49.136	45.689	37.413	31.568	63.235	43.276	81.804	82.631	52.573	64.215	44.435	66.866	58.421	56.783	45.535	46.61	50.885	44.607	41.11	62.507	36.88	44.579	47.513	48.194	2.932	2.427	62.799	83.008	100.841	99.805	68.453	75.897	90.829	103.221
Ec-00_001200	4.415	3.76	2.968	1.046	8.188	7.976	2.411	2.523	0.834	2.971	1.403	0.98	1.358	0.584	0.166	0.129	0.275	0.645	0.342	0.215	0.013	0.055	2.127	1.398	1.485	1.955	2.922	1.666	0.12	0.223	0.136	0.141	0.942	1.195
Ec-00_001210	1.613	2.39	3.199	0.3	21.595	13.156	6.301	7.629	1.941	0	5.761	0.429	5.782	0.822	0.335	0.783	1.921	0.907	2.14	0	0	0	9.445	4.926	42.052	44.852	1.299	5.896	0	0	0	0.475	6.233	7.583
Ec-00_001220	0.835	1.188	1.074	0.459	5.688	6.509	3.444	2.572	1.418	1.332	1.348	0.657	0.925	0.543	0.373	0.436	0.624	0.41	0.248	0.291	0.08	0.259	4.913	2.942	18.504	15.981	1.537	1.231	0.144	0.397	0.052	0.099	3.02	3.54
Ec-00_001230	16.185	12.908	8.917	9.892	16.676	13.169	27.788	10.926	11.221	10.585	8.996	7.556	5.73	72.016	11.197	11.851	5.885	27.597	8.463	15.646	7.973	8.613	10.859	11.342	1.263	0.735	13.031	10.818	14.244	13.896	10.979	10.133	28.998	28.345
Ec-00_001240	2208.968	2106.898	2996.843	2580.831	2313.589	2226.83	2053.812	2216.25	5117.278	4479.199	4551.292	4746.786	4291.736	3226.695	4810.116	4421.598	4646.451	4697.206	3951.354	3635.608	4383.349	4525.752	2956.176	3200.614	154.269	148.379	2996.25	4012.326	2342.268	2474.548	3029.101	2929.356	3008.63	2886.1
Ec-00_001250	2.176	2.864	1.524	3.121	2.677	0	2.083	3.734	4.491	7.099	2.726	2.98	3.01	5.467	4.267	5.208	4.816	4.723	6.603	6.446	4.439	4.542	1.561	3.087	0.329	0.393	2.254	4.341	0.299	5.101	3.892	2.199	4.378	4.502
Ec-00_001260	2.992	3.421	5.027	5.839	0.859	1.627	3.006	2.613	5.402	7.104	3.498	2.868	1.287	3.659	4.106	1.743	0	1.01	7.942	4.135	3.417	1.84	2.003	2.742	1.265	1.513	1.446	2.984	0.575	5.197	4.578	2.645	4.212	3.11
Ec-00_001270	1.036	0.592	1.524	2.254	0	0.846	1.041	0.679	1.684	0.568	3.635	1.49	0	0	3.103	2.264	1.482	2.099	0.825	1.074	0.888	0	1.041	0.95	0	0	0.751	2.48	0	0	0	3.299	2.318	1.385
Ec-00_001280	4.333	4.696	4.137	4.16	5.038	5.004	4.184	3.87	5.486	5.149	3.158	3.074	2.215	4.026	4.212	4.254	2.655	2.336	3.674	4.316	1.976	2.388	2.994	3.61	3.462	1.835	3.142	1.279	3.959	2.672	2.653	1.522	4.921	4.951
Ec-00_001290	41.445	41.2	28.561	21.681	53.943	62.213	59.87	53.445	51.093	59.092	35.81	45.253	46.622	54.456	30.502	29.81	37.528	50.755	30.093	47.135	26.72	33.741	36.99	38.9	673.281	673.046	40.553	44.007	47.288	45.281	46.525	50.304	74.723	81.921
Ec-00_001300	12.559	13.165	12.421	8.977	26.741	23.948	31.317	24.194	21.118	21.877	28.329	19.556	20.668	18.128	18.787	17.924	30.276	19.875	19.636	20.319	15.829	17.543	19.345	21.022	24.748	26.154	19.272	23.169	24.332	27.134	17.851	20.513	31.243	33.751
Ec-00_001310	12.143	11.668	10.064	10.647	13.263	20.611	12.134	17.191	10.785	10.66	9.655	9.824	11.713	7.725	17.934	18.457	15.354	10.61	8.552	13.331	8.22	10.54	11.896	13.013	4.348	3.813	6.769	7.695	11.634	10.773	14.928	10.77	8.061	7.969
Ec-00_001320	28.913	30.001	29.004	35.356	23.832	15.308	24.363	17.875	17.213	19.551	11.741	14.313	19.104	24.062	20.945	20.586	15.492	22.212	20.283	34.382	18.874	16.825	20.365	19.771	13.16	13.682	22.468	19.608	17.147	16.374	35.014	37.504	37.38	39.632
Ec-00_001330	2.941	2.045	0.306	0.066	5.588	1.297	4.659	1.475	3.229	1.96	0.232	0.444	0.256	0.243	0	0	0.095	0.335	0	0.069	0	0	1.862	1.153	91.088	98.68	2.882	5.786	0.535	0.69	0	0	0.329	0.561
Ec-00_001340	8.482	8.07	7.953	11.106	19.413	9.662	10.277	8.385	6.901	10.62	8.217	8.113	85.547	38.108	6.806	7.632	8.082	8.237	6.359	11.254	6.481	5.381	4.774	4.934	0.304	0.318	14.746	19.004	18.525	16.486	4.043	4.569	7.609	7.594
Ec-00_001350	6.733	6.762	4.707	4.591	6.646	8.222	6.463	6.461	4.355	4.406	2.82	3.546	5.882	4.229	4.615	4.123	6.438	2.823	4.482	5.335	3.031	3.611	5.167	4.717	0.136	0.407	3.887	1.668	7.358	8.071	3.624	3.014	5.301	4.8
Ec-00_001360	64.56	66.403	78.754	68.63	92.08	99.341	62.779	89.562	98.946	74.437	77.192	85.125	143.683	16.09	89.417	84.902	130.101	44.589	112.169	60.615	121.054	122.855	112.232	97.624	423.588	425.344	99.672	90.758	90.315	98.114	107.373	110.377	58.347	61.413
Ec-00_001370	15.676	16.325	10.45	9.037	33.147	27.235	26.898	29.078	15.352	16.128	13.292	17.217	17.434	8.84	14.229	13.725	18.965	14.922	13.982	15.025	14.263	13.596	19.633	18.494	1.841	1.774	18.505	13.292	18.555	19.914	13.678	14.737	21.648	23.062
Ec-00_001380	35.131	35.171	31.68	29.482	18.984	27.672	20.888	19.462	21.062	17.434	11.07	14.159	14.123	21.619	21.673	21.369	17.93	11.761	14.477	21.201	8.255	11.57	13.394	14.541	13.614	15.195	21.36	17.173	18.688	17.983	23.531	23.486	26.182	25.215
Ec-00_001390	88.369	80.379	57.234	53.737	59.199	93.36	81.465	76.979	101.454	88.58	124.492	116.089	56.635	48.959	107.363	106.295	80.342	106.007	93.582	88.04	94.946	122.39	104.851	108.175	5.859	6.228	154.79	121.592	158.04	169.967	114.35	108.077	120.619	102.417
Ec-00_001400	15.132	14.487	9.635	9.681	16.782	20.327	14.139	22.746	13.693	10.582	13.817	14.686	11.009	5.616	11.947	11.154	13.283	11.412	12.952	11.682	9.94	10.004	15.199	14.293	0.773	0.462	13.781	8.055	22.204	22.681	11.185	9.76	12.396	12.47
Ec-00_001410	21.251	20.738	14.164	13.281	30.012	54.55	29.1	32.135	19.258	21.257	24.631	23.903	20.93	18.094	16.412	16.872	24.261	15.341	21.553	20.597	18.14	19.752	21.77	18.679	7.608	6.92	11.66	9.287	14.571	15.418	10.441	9.421	24.414	24.309
Ec-00_001420	24.706	26.635	25.546	25.272	30.166	46.608	22.323	25.947	19.117	18.645	19.296	20.323	21.795	17.703	22.808	23.412	20.966	17.355	17.389	21.912	14.735	17.043	23.136	19.141	2.174	1.059	22.461	20.206	20.428	20.29	19.866	21.081	23.627	23.783
Ec-00_001430	102.151	117.9	105.406	101.145	126.689	75.821	104.555	48.713	54.993	70.327	47.722	33.506	39.344	177.137	83.084	81.803	28.518	77.974	38.765	140.706	22.887	27.99	44.76	43.586	110.353	113.578	49.759	51.983	37.09	35.753	102.317	113.377	158.516	163.959
Ec-00_001440	195.439	200.99	198.175	196.673	271.256	93.29	252.884	145.497	454.741	301.037	233.917	194.805	107.632	285.555	305.395	311.405	313.91	150.265	278.898	243.452	256.161	291.047	220.07	241.145	761.204	778.463	528.276	623.59	510.619	490.627	343.429	363.899	302.385	319.904
Ec-00_001450	99.006	91.578	136.52	93.966	123.138	79.831	124.066	76.909	259.118	176.206	142.843	143.835	129.21	132.48	162.667	161.742	173.111	101.404	168.156	106.178	143.086	162.669	122.91	142.404	325.409	356.846	365.112	433.395	261.709	248.469	203.836	221.95	158.359	171.174
Ec-00_001460	26.022	27.964	27.012	17.855	92.674	80.846	58.245	52.727	97.593	73.728	58.158	46.776	41.248	18.265	62.67	57.369	97.538	44.423	63.683	49.908	51.109	63.634	52.633	59.473	1043.644	1057.307	68.446	76.637	109.786	98.622	57.942	59.116	71.709	83.887
Ec-00_001480	0.809	0.651	0.611	0.36	3.266	3.507	1.906	1.988	1.164	0.485	0.961	1.152	1.551	0.116	0.142	0.166	0.452	0.896	0.151	0	0.162	0.058	2.222	1.565	18.689	17.937	6.693	5.448	0.656	0.513	0.053	0.067	1.728	2.31
Ec-00_001490	13.924	17.2	15.091	16.386	9.408	7.595	7.219	6.562	6.468	8.872	5.797	5.868	8.229	11.14	10.074	8.844	6.655	6.148	6.688	10.437	5.374	7.049	8.941	7.791	2.76	3.838	8.438	4.723	15.874	13.36	9.248	9.931	12.496	13.907
Ec-00_001500	81.643	79.02	54.254	54.307	108.238	74.297	120.906	44.494	60.749	96.622	88.054	67.287	53.262	242.597	25.127	23.38	75.067	125.872	64.633	150.055	42.273	37.791	41.43	35.403	44.315	51.065	51.359	54.854	48.958	46.382	136.484	151.14	181.548	191.771
Ec-00_001510	62.514	56.728	33.838	23.247	47.378	35.372	46.845	36.799	52.895	58.838	49.02	69.816	45.531	50.186	36.611	34.147	43.546	68.048	65.608	71.819	62.912	60.08	30.374	31.768	8.442	8.052	49.792	48.514	41.534	43.592	103.546	104.739	95.312	103.523
Ec-00_001520	0.14	1.172	0.382	0	0.241	0.228	0.421	0.183	1.136	0.766	0.736	0.67	0.18	0.128	6.856	2.75	0.3	1.062	1.058	0.145	0.12	0.194	2.106	2.307	4.169	3.394	0.101	0.084	0	0	0.117	0.148	0.278	0.218
Ec-00_001530	3.937	4.006	3.918	4.052	4.082	4.372	4.66	5.097	3.74	3.022	2.591	4.248	4.922	2.813	4.378	3.918	4.752	4.67	2.852	2.377	3.576	3.851	5.717	5.809	0.131	0.156	4.783	4.224	3.626	4.088	2.731	3.226	4.456	4.787
Ec-00_001540	12.7	12.09	12.236	13.792	18.997	26.263	28.014	31.699	21.936	12.405	30.655	21.949	18.297	15.67	8.628	7.782	19.895	17.745	5.892	4.898	3.447	5.437	15.118	15.704	5.237	3.742	22.438	21.374	38.988	37.13	4.745	4.077	11.907	12.456
Ec-00_001550	15.327	13.405	16.223	13.877	19.908	23.8	17.017	25.328	31.099	24.145	35.168	33.495	27.387	4.012	22.447	20.475	31.799	20.425	19.675	13.023	18.652	22.645	24.596	26.589	270.761	265.664	27.968	24.388	32.335	30.256	23.357	25.177	18.567	20.956
Ec-00_001560	7.505	6.286	2.189	1.928	11.93	11.706	5.175	6.025	0.864	2.89	1.577	0.999	1.029	0.619	0.597	0.107	0.175	0.373	0.146	0.254	0.105	0.057	6.464	3.428	3.967	3.814	10.226	4.99	0.495	0.071	0.051	0.13	2.072	2.404
Ec-00_001570	28.16	27.664	21.227	16.947	48.377	33.694	30.997	27.423	12.71	21.98	14.595	14.486	12.156	11.309	12.647	14.739	12.839	11.469	15.747	11.968	8.978	11.605	34.87	29.508	4.922	4.842	19.737	17.486	11.404	14.276	8.591	11.121	22.047	22.567
Ec-00_001580	16.848	18.209	15.653	15.371	21.736	30.804	15.99	13.933	6.962	10.272	4.696	5.739	10.543	23.829	14.146	13.959	8.916	5.075	7.86	19.154	4.604	5.347	9.334	9.782	0.461	0.58	3.8	5.173	5.891	6.535	11.254	11.385	16.691	16.156
Ec-00_001590	15.629	17.511	18.658	17.182	22.555	18.025	17.812	17.077	27.041	23.679	20.192	19.648	14.175	14.259	54.347	50.325	29.493	11.087	34.903	55.299	24.033	22.459	20.874	21.116	23.358	25.807	22.116	24.568	20.523	18.454	63.231	68.389	42.006	43.653
Ec-00_001600	11.145	11.546	19.775	16.638	23.023	24.129	22.824	25.789	29.428	25.469	21.764	24.706	49.759	50.411	17.172	17.443	9.63	14.195	18.367	13.423	7.707	9.035	33.663	27.813	0.946	0.943	21.409	33.312	21.616	19.745	7.53	8.069	18.748	20.284
Ec-00_001610	1.104	1.282	0.924	0.808	1.559	1.759	1.906	1.186	1.261	1.654	1.663	1.612	0.946	1.226	2.098	1.13	2.774	1.79	0.893	1.207	0.665	1.193	1.861	1.581	0.438	0.065	0.5	1.445	1.243	2.047	0.576	0.549	1.693	1.498
Ec-00_001620	1.417	1.598	0.821	0.518	5.188	4.053	3.028	2.027	4.852	2.276	1.714	1.249	0.788	0.374	1.006	0.854	2.096	0.66	0.584	0.844	2.128	1.653	2.33	1.679	1.395	1.359	2.303	1.949	3.194	3.678	0.068	0.13	1.761	2.05
Ec-00_001630	11.098	12.607	6.325	6.823	8.251	6.841	9.52	7.812	8.524	7.788	8.817	6.994	8.751	8.867	6.196	6.401	9.966	6.948	5.095	6.576	5.504	6.833	7.272	7.561	0.553	0.537	6.002	6.06	8.793	8.513	6.271	3.842	10.526	10.492
Ec-00_001640	20.765	20.342	26.247	25.107	26.465	12.209	28.819	15.562	12.057	27.541	7.946	8.398	17.546	128.246	11.225	11.254	8.113	12.218	10.651	37.2	8.145	9.291	12.521	12.173	2.136	2.27	9.811	13.133	12.443	10.399	26.696	29.11	47.75	55.501
Ec-00_001650	0.035	0.362	0	0	0	0	0.174	0	3.087	13.252	15.045	4.305	0	0	0.84	0.151	1.852	1.837	1.719	1.343	0	0	0.52	0.237	3.397	3.931	0	0	0	0	0.36	0.183	12.403	17.737
Ec-00_001660	1.818	1.789	1.096	0.349	4.106	3.647	3.444	8.005	21.472	8.248	6.011	2.286	7.31	0.957	22.144	13.546	16.301	4.905	4.094	5.33	3.319	3.85	4.564	32.098	197.67	200.889	9.401	10.701	53.289	66.62	9.017	8.301	18.552	17.893
Ec-00_001670	0.41	1.512	0.43	0.107	0.22	1.253	1.029	0.671	6.378	1.823	0.374	0.429	3.056	0.117	7.712	3.02	3.66	0.713	1.019	0.995	0.603	1.004	1.799	9.736	27.764	26.406	2.691	1.991	4.502	6.299	1.068	0.543	4.038	4.419
Ec-00_001680	1.942	1.533	1.399	1.16	3.464	3.735	2.23	2.272	1.052	1.368	2.676	2.394	1.612	0.891	2.025	1.152	2.479	1.967	1.602	0.216	1.426	1.472	2.647	1.526	0.264	1.052	2.716	3.984	0.8	0.402	0.695	0.662	2.551	3.059
Ec-00_001690	0.132	0.22	0.937	0.304	3.555	3.773	1.992	3.787	0.626	0.453	0.676	0.95	2.132	0.076	0.742	0.289	0.945	0.753	0.263	0.257	0	0.229	7.214	4.466	0.21	0.125	2.036	2.174	0.191	0.096	0	0.088	2.257	2.87
Ec-00_001700	4.553	6.612	12.979	3.145	15.322	9.476	4.776	2.411	32.385	36.152	8.774	5.584	5.167	2.246	39.057	34.092	40.265	28.119	35.019	48.587	23.035	23.279	13.743	31.804	469.096	481.6	8.396	7.441	12.037	8.402	15.107	18.333	42.347	55.532
Ec-00_001710	19.386	22.298	27.064	30.334	26.947	14.817	19.423	18.07	12.93	15.607	12.627	14.145	17.138	19.563	19.671	19.751	15	12.957	16.133	19.361	9.929	11.456	17.544	16.771	0.742	0.47	11.273	10.538	19.004	21.112	20.41	19.963	17.623	17.882
Ec-00_001720	97.997	84.658	51.254	59.386	98.947	100.713	102.461	116.091	51.676	59.758	42.12	67.208	47.877	43.731	74.506	73.725	75.677	73.977	49.777	64.05	54.936	59.693	96.292	88.96	6.314	6.031	104.718	70.494	106.397	111.501	102.531	111.75	99.531	107.522
Ec-00_001730	9.053	9.861	9.299	6.68	14.787	11.815	10.907	9.487	12.4	17.333	12.964	12.394	16.566	16.462	9.658	10.232	9.411	6.234	15.669	19.472	11.099	12.399	11.934	11.095	17.641	18.491	9.286	12.925	9.304	9.691	10.745	12.407	30.078	33.771
Ec-00_001740	11.061	12.412	16.364	16.121	8.779	3.298	9.323	6.259	15.327	16.764	11.6	10.259	14.586	20.395	14.338	12.205	11.428	8.977	15.4	15.857	16.88	17.334	14.021	13.093	6.993	6.969	13.323	14.402	13.882	12.82	11.424	13.013	12.532	11.378
Ec-00_001750	246.416	251.603	174.548	237.404	249.25	198.754	292.595	340.868	106.086	108.932	157.361	156.594	159.928	323.384	172.759	168.656	142.492	184.394	108.386	136.627	141.871	141.181	406.58	356.167	14.474	11.18	107.766	81.97	122.224	121.532	115.295	98.485	118.527	105.031
Ec-00_001760	10.119	10.276	7.314	5.785	15.475	18.064	13.994	18.482	12.38	10.014	11.343	13.694	15.52	10.047	13.834	13.37	16.595	10.819	11.66	10.767	12.135	17.821	14.672	14.211	6.419	3.793	8.459	10.471	9.646	11.374	6.93	7.926	10.367	10.09
Ec-00_001770	0.417	0.729	0	0.058	0.299	0.284	0.349	0.228	0.565	0.191	0.203	0.667	1.347	0	1.432	0.76	0	1.937	0.415	0	0.298	0.481	2.269	1.434	3.309	2.374	1.513	0.624	0.201	1.007	0	0	0.432	0.697
Ec-00_001780	2.183	2.627	1.448	1.057	0	0.937	1.155	1.129	0.934	0.63	4.702	0	0.371	1.581	2.15	0.502	0.411	4.363	0.229	0	0.246	1.59	2.019	4.476	1.458	6.101	5.416	1.375	1.657	2.329	1.199	2.133	2.141	1.152
Ec-00_001790	42.781	32.912	20.515	15.057	30.458	33.122	59.09	67.019	20.42	20.913	26.581	41.863	53.528	24.953	23.791	24.078	53.487	37.94	11.685	11.964	8.893	21.779	21.896	20.465	79.393	81.568	423.907	306.153	458.389	414.422	107.893	115.75	369.057	480.428
Ec-00_001800	5.365	5.411	8.003	4.284	6.034	6.378	8.397	10.773	7.204	9.036	3.336	3.661	14.529	4.555	4.642	4.555	6.874	1.934	10.484	12.693	21.476	14.385	8.436	7.66	0.314	0.579	8.992	12.502	8.863	9.887	22.012	23.837	9.345	9.418
Ec-00_001810	0.688	0.796	0.65	0.401	0.799	0.789	1.321	1.013	1.026	1.123	0.814	1.242	1.323	0.585	0.724	0.49	1.437	1.175	2.833	4.549	2.55	1.855	1.126	0.939	4.562	4.869	2.776	2.568	1.94	1.769	0.694	0.841	5.438	6.158
Ec-00_001820	0.182	0.521	0.766	0.457	0.785	1.487	5.494	1.791	0	0	0.533	1.31	1.764	0	0.341	0.398	0	0	0.726	0	0	1.261	0	0.418	0	0	0	0.545	3.153	1.583	0	0	0.906	0
Ec-00_001830	0.204	0.777	0.107	0.426	0	0.832	0.512	1.336	0.552	0.559	0.298	0.733	0.658	0	0	0	1.458	0	0.609	1.586	2.184	1.176	0.256	0.935	0	0	0.739	0.915	1.176	2.952	4.681	2.434	0.38	0.454
Ec-00_001850	5.303	5.358	6.775	3.573	5.888	8.197	9.756	11.781	4.985	5.275	7.009	5.908	10.626	2.943	2.939	2.767	5.01	3.335	5.077	8.84	6.618	4.285	5.977	4.837	0.054	0.192	6.428	5.86	2.386	3.178	7.998	7.212	4.196	4.194
Ec-00_001860	2.752	2.464	2.33	0.753	3.648	6.949	11.455	14.565	16.941	17.594	14.632	16.309	1.522	0.381	1.7	2.062	14.865	10.594	77.069	132.406	49.073	31.376	4.934	4.964	0.222	0.199	9.819	8.155	9.523	7.892	186.092	204.252	19.287	21.056
Ec-00_001870	0.687	11.047	55.075	33.037	0.613	0.476	0.521	0.552	0.07	0.248	1.098	0.404	0.92	2.674	68.099	74.19	11.021	22.137	5.494	3.29	0.416	0.388	14.243	83.648	2.26	2.113	3.57	2.48	1.793	1.313	4.838	5.979	4.909	5.584
Ec-00_001890	2.53	5.89	10.768	0.995	8.798	7.107	3.367	1.427	35.98	27.312	10.43	4.456	2.919	0.154	1.066	1.025	13.653	3.011	10.64	11.809	2.188	1.43	8.158	5.412	634.108	510.304	9.657	5.413	13.962	10.38	3.95	3.422	28.722	34.76
Ec-00_001900	1.983	3.354	8.119	2.879	6.905	6.089	26.861	12.77	8.266	9.248	6.414	6.14	0.395	0.051	13.07	13.021	52.758	17.597	22.531	77.425	42.937	26.644	6.878	7.478	4.098	3.76	10.46	3.932	13.62	12.352	62.055	54.603	76.196	72.203
Ec-00_001910	0	0	0	0.029	0	0	0	0	0.095	0.288	0.102	0.252	0	0	0.917	0.841	1.376	0.443	0.767	0.363	0.525	0.646	0.088	0.241	0	0	0	0	0	0	0.292	0.093	0.217	0.117
Ec-00_001920	0.053	0.118	0.373	0.237	0.382	0.362	0.446	0.523	0.288	0.243	0.104	0.255	0	0.081	4.448	4.03	0.697	0.539	0.6	1.517	0.798	0.205	0.223	0.244	0	0	0	0	0.051	0.051	0.259	0.047	1.565	1.501
Ec-00_001930	14.827	14.346	11.055	11.581	8.03	11.662	7.546	6.427	6.168	6.97	3.611	5.574	5.004	8.418	8.66	8.655	6.928	4.201	4.22	7.534	2.879	4.219	5.99	6.717	0.423	0.414	5.665	3.588	6.777	5.927	7.835	8.804	10.128	10.092
Ec-00_001940	66.986	73.23	79.571	88.545	78.905	80.988	60.863	44.201	31.454	50.337	33.438	41.528	43.318	78.758	35.356	35.741	24.229	44.568	47.281	70.424	32.095	26.341	43.241	40.362	1.881	1.629	33.025	25.815	15.979	19.891	51.472	51.172	60.089	60.176
Ec-00_001950	12.882	14.145	17.213	17.299	20.014	30.402	14.752	13.728	15.905	18.438	15.063	15.413	19.203	13.479	15.996	15.684	21.942	9.776	21.97	22.533	17.059	16.103	16.167	14.264	2.281	2.38	5.148	5.29	4.28	4.35	9.873	9.915	12.737	12.352
Ec-00_001960	104.316	116.857	69.691	93.26	100.596	114.362	108.326	94.338	37.452	48.312	48.558	40.87	28.79	99.916	74.391	83.621	53.975	52.166	36.798	113.859	44.442	51.263	83.798	74.76	1.566	1.196	49.869	23.012	59.149	66.049	61.433	50.31	135.716	129.905
Ec-00_001970	106.319	114.884	153.66	119.589	203.183	215.14	116.474	110.775	85.358	118.051	90.831	106.54	142.517	181.437	120.254	115.561	84.8	103.365	90.168	135.413	82.608	92.823	79.604	106.921	1.088	1.301	67.706	63.644	67.704	55.63	97.054	98.812	111.924	123.484
Ec-00_001980	135.304	138.333	211.377	150.09	123.13	133.335	102.534	96.981	100.43	137.566	89.573	122.953	201.843	191.768	110.175	107.028	89.34	114.545	110.833	133.372	73.426	84.304	75.112	88.422	3.784	1.786	94.03	100.515	90.998	93.272	140.985	151.333	135.828	147.855
Ec-00_001990	2.369	1.042	1.723	1.677	6.799	9.417	1.831	3.582	2.468	1.665	1.598	0.728	2.941	0.279	1.251	0.531	0	0.615	1.33	0.472	0.13	0.42	8.845	4.733	0.385	0.23	2.643	3.999	0.876	0.528	1.141	1.934	2.868	2.977
Ec-00_002000	29.822	30.119	34.462	29.949	46.856	42.935	47.384	54.551	38.268	36.587	44.286	44.999	57.717	43.032	44.255	42.994	53.594	38.066	35.966	36.004	30.274	32.609	39.712	41.245	11.957	12.825	43.142	46.535	47.177	44.347	46.279	48.338	48.194	52.395
Ec-00_002010	60.955	63.495	59.237	64.893	55.542	51.014	58.514	52.964	55.073	52.943	49.624	55.794	52.1	47.724	57.909	62.322	51.206	53.783	75.662	57.017	64.153	61.683	61.979	55.872	22.962	22.259	64.387	52.097	46.889	43.701	81.033	82.557	56.384	56.798
Ec-00_002020	1.679	2.16	2.524	1.597	1.852	1.455	2.003	2.475	4.462	3.278	4.448	4.753	6.942	3.394	3.672	3.554	4.501	3.666	3.928	3.726	3.618	3.8	3.609	4.064	0.566	0.318	4.566	5.275	3.662	3.16	2.978	3.201	5.645	5.704
Ec-00_002030	38.84	41.429	36.853	39.996	31.608	37.103	25.45	24.596	11.191	22.223	6.02	11.711	19.279	22.445	22.982	22.306	17.834	10.331	14.543	32.723	9.89	11.065	18.175	17.441	0.811	0.776	15.445	14.467	11.879	12	28.08	35.901	30.324	29.92
Ec-00_002040	257.269	248.559	148.98	170.54	331.028	248.31	317.74	358.904	127.842	146.287	173.121	196.626	146.035	143.021	152.175	153.786	155.198	193.255	97.708	146.515	97.54	115.157	206.082	193.412	15.02	17.281	197.056	167.296	246.002	251.04	179.734	187.883	249.341	258.834
Ec-00_002050	37.905	38.858	23.838	30.799	52.041	67.789	40.77	59.057	34.655	26.22	36.47	34.448	22.926	15.15	44.135	44.753	45.789	20.86	37.276	38.115	44.247	45.711	62.328	49.787	205.033	197.761	46.342	20.716	44.727	45.789	36.523	34.677	54.539	51.577
Ec-00_002060	34.454	34.363	22.134	22.96	38.192	35.184	27.266	22.885	14.503	20.773	15.008	16.925	17.446	35.785	17.818	17.014	13.89	15.512	11.874	21.829	10.02	11.6	18.061	14.731	1.253	1.201	12.338	11.057	9.952	10.56	11.23	11.379	35.28	36.604
Ec-00_002070	14.918	15.817	14.733	13.044	31.473	61.713	22.33	25.076	15.438	17.491	19.26	16.324	19.148	11.442	15.326	16.316	22.819	11.618	17.2	18.69	15.42	16.545	20.808	17.861	2.555	1.875	12.751	9.757	14.387	12.241	13.192	12.114	18.146	18.471
Ec-00_002080	2.109	2.693	3.464	2.249	5.105	8.125	2.832	2.503	1.911	3.604	1.574	2.091	3.018	3.582	1.477	1.296	2.119	1.279	2.535	3.463	1.341	1.474	3.857	2.593	0.013	0	0.636	0.887	0.951	0.967	0.976	0.764	2.614	2.511
Ec-00_002090	105.671	120.116	89.409	86.288	116.965	73.411	115.486	53.858	74.619	101.965	99.243	86.454	52.528	72.705	49.319	52.482	30.215	86.737	80.744	173.286	34.096	37.601	51.423	46.615	2.594	2.428	83.729	83.564	90.732	80.147	58.921	64.529	191.692	180.549
Ec-00_002100	7.5	7.831	9.819	9.052	4.57	3.912	2.753	3.926	3.617	8.164	4.004	6.73	8.952	6.048	5.64	5.687	7.59	5.896	4.977	4.615	3.007	3.871	3.954	4.551	0.109	0.39	6.208	5.226	3.654	3.768	2.572	3.361	4.467	5.454
Ec-00_002110	1.041	1.145	0.505	0	10.686	13.394	6.035	2.623	2.82	1.975	3.745	0.96	1.292	0.367	0.3	0.525	0.573	1.216	0.159	0	0.343	0.554	3.417	1.468	1.524	0.304	2.032	1.677	0	0.232	0.167	0	3.084	2.23
